Time,Cluster1_Intensity,Cluster1_NormalForce,Cluster1_ShearForce_x,Cluster1_ShearForce_y,Cluster2_Intensity,Cluster2_NormalForce,Cluster2_ShearForce_x,Cluster2_ShearForce_y,shear1_forcex,shear1_forcey,shear2_forcex,shear2_forcey
35.2,69466,1.1795892,0.998322058,0.203569053,143161,1.58616644,0,0,0.623237253,0.285463276,0.61992388,0.228225221
35.3,72503,1.1984186,1.014407999,0.552938053,138350,1.5913326,0,0,0.740588477,0.365705709,0.433946716,0.159757654
35.5,72143,1.1961866,-0.461155839,-0.808797745,128962,1.56243868,-0.746871629,-1.247354582,0.380065182,0.013354673,0.079701212,-0.262376017
35.7,75784,1.2187608,-0.64018625,-1.003516627,127374,1.58050296,0,0,0.073989752,-0.291706717,0.055790849,-0.183663212
35.8,79768,1.2434616,0.290089868,-1.090416839,124808,1.59791632,0.328063586,-1.606603845,0.138819787,-0.531319754,0.13747267,-0.610545402
35.9,81407,1.2536234,-0.767712878,-0.804562678,120294,1.59525836,-0.980563742,-1.256778525,-0.133140012,-0.613292631,-0.197938254,-0.804415339
36.1,77270,1.227974,-1.401818929,-0.700909465,116586,1.55907824,-1.744329565,-0.827140737,-0.513743687,-0.639577681,-0.661855647,-0.811232958
36.3,73786,1.2063732,-1.186390739,-0.338785496,119600,1.5460372,-1.485865297,-0.637258518,-0.715537803,-0.549340026,-0.909058542,-0.759040626
36.4,64651,1.1497362,-1.159302221,-0.708960671,127306,1.51128524,-1.348487948,-0.915087021,-0.848667128,-0.597226219,-1.040887364,-0.805854545
36.6,65554,1.1553348,-1.543346458,-0.209638443,123106,1.50495584,-1.952870291,-0.491638968,-1.057070927,-0.480949886,-1.314482242,-0.711589872
36.7,62654,1.1373548,-1.073835204,-0.668303538,118588,1.47414472,-1.33168512,-0.88779008,-1.06210021,-0.537155982,-1.319643105,-0.764449934
36.9,59836,1.1198832,-1.093658278,-0.507414491,115509,1.44792876,-1.314901694,-0.844839675,-1.071567631,-0.528233535,-1.318220682,-0.788566856
37,55760,1.094612,-0.990780867,-0.711982239,115138,1.42160392,-1.250677369,-0.625338684,-1.047331602,-0.583358146,-1.297957688,-0.739598405
37.2,55230,1.091326,-1.221058499,-0.579523614,116769,1.42294996,-1.574609788,-0.618815547,-1.099449671,-0.582207786,-1.380953318,-0.703363547
37.4,55984,1.0960008,-0.838938776,0.372726639,112844,1.41647776,-1.105165351,0.367854773,-1.021296402,-0.295727459,-1.298216928,-0.381998051
37.5,54998,1.0898876,-0.743807182,-0.402444401,109689,1.40140436,-0.923845028,-0.641185476,-0.938049636,-0.327742541,-1.185905358,-0.459754279
37.7,54776,1.0885112,-1.1108588,-0.394567802,104597,1.38556668,-1.427802651,-0.41351541,-0.989892385,-0.34779012,-1.258474546,-0.445882618
37.8,51175,1.066185,-0.916854721,-0.098001125,98329,1.34543936,-1.219571704,0,-0.967981086,-0.272853421,-1.246803693,-0.312117833
37.9,51689,1.0693718,0,0,98558,1.34927652,0,0,-0.67758676,-0.190997395,-0.872762585,-0.218482483
38.1,53074,1.0779588,-1.251000186,-0.07507602,96441,1.35185124,-1.362874631,-0.215251126,-0.849610788,-0.156220982,-1.019796199,-0.217513076
38.2,51781,1.0699422,0,0,99628,1.35288572,-0.646110037,-0.935583957,-0.594727552,-0.109354688,-0.90769035,-0.43293434
38.4,49370,1.054994,-0.566794112,0.454766338,88165,1.3053826,-0.701315052,0.562698996,-0.58634752,0.05988162,-0.845777761,-0.134244339
38.5,43835,1.020677,-0.813235846,-0.11079715,83790,1.2586406,-0.765981647,-0.176499059,-0.654414018,0.008677989,-0.821838927,-0.146920755
38.7,45758,1.0325996,-0.618983955,-0.396854302,77948,1.25397192,-0.657703217,-0.775715474,-0.643784999,-0.112981698,-0.772598214,-0.335559171
38.8,46057,1.0344534,-0.478529333,-0.740072284,69764,1.23258316,-0.645428279,-0.932993423,-0.594208299,-0.301108874,-0.734447233,-0.514789446
39,44160,1.022692,-0.895250841,-0.44762542,68358,1.21682872,-1.00983701,-0.55190857,-0.684521062,-0.345063838,-0.817064166,-0.525925184
39.1,42705,1.013671,-0.52741426,-0.52741426,66781,1.20332904,-0.510515446,-0.663071794,-0.637389021,-0.399768964,-0.72509955,-0.567069167
39.2,44370,1.023994,-0.35687531,-0.558237773,65896,1.21113864,-0.360494376,-0.485353903,-0.553234908,-0.447309607,-0.615717998,-0.542554588
39.4,43508,1.0186496,-0.726597413,0.63855778,67967,1.21167588,0,0,-0.605243659,-0.121549391,-0.431002599,-0.379788211
39.5,43971,1.0215202,-0.510864867,0,69353,1.21848272,-0.691442419,-0.163926249,-0.576930022,-0.085084574,-0.509134545,-0.315029623
39.7,50775,1.063705,-0.293906382,-0.480420499,68977,1.25959968,-0.147600513,-0.777737755,-0.49202293,-0.203685351,-0.400674335,-0.453842062
39.8,51180,1.066216,-0.579873462,-0.454564708,67278,1.25728552,-0.502060794,-0.778864565,-0.518378089,-0.278949158,-0.431090273,-0.551348813
39.9,46984,1.0402008,0.293869794,-0.811133723,73509,1.24896636,0,-0.943230912,-0.274703724,-0.438604528,-0.301763191,-0.668913443
40.1,48890,1.052018,0.134056606,0.580876689,76067,1.26804828,0.161584924,0.700158825,-0.152075625,-0.132760163,-0.162758756,-0.258191762
40.3,42317,1.0112654,0.706248186,0,85890,1.255193,0.741975252,-0.137692495,0.105421518,-0.092932114,0.108661446,-0.222041982
40.4,30987,0.9410194,0.61946581,-0.332223015,93535,1.2066588,0.485617211,-0.625573444,0.259634806,-0.164719384,0.221748176,-0.343101421
40.6,19124,0.8674688,0,-0.588569401,105038,1.16577672,0.184312057,-0.535720347,0.181744364,-0.291874389,0.21051734,-0.400887099
40.7,13604,0.8332448,0.545153907,0.545153907,109685,1.1447502,0.433429423,0.570202711,0.290767227,-0.0407659,0.277390965,-0.109560156
40.9,5396,0.7823552,-0.573805461,-0.290369298,115141,1.10935564,-0.595884879,0.152615206,0.031395421,-0.11564692,0.015408212,-0.030907547
41,,,,,124983,1.645184042,1.78124394,-0.249291935,,,0.54515893,-0.096422864
41.2,,,,,129548,1.671892151,0.516781044,-0.781083489,,,0.536645564,-0.301821051
41.3,,,,,132027,1.686203724,0,0,,,0.375651895,-0.211274736
41.5,,,,,126873,1.656298395,-0.985193718,0.336940911,,,-0.032601789,-0.046810042
41.6,,,,,123201,1.634629789,-0.751336398,-1.217440808,,,-0.248222172,-0.397999272
41.8,,,,,120895,1.620861727,-0.782409249,0,,,-0.408478295,-0.27859949
41.9,,,,,110458,1.556913618,0.635633671,-0.462070061,,,-0.095244705,-0.333640661
42.1,,,,,107896,1.540786645,-0.426052031,-1.159687036,,,-0.194486903,-0.581454574
42.2,,,,,103241,1.51102797,0.844293721,0.194764927,,,0.117147284,-0.348588724
42.3,,,,,102901,1.508830792,0,0.683396948,,,0.082003099,-0.038993022
42.5,,,,,99909,1.48935383,0,0,,,0.057402169,-0.027295115
42.6,,,,,95340,1.459108836,0.185860826,-0.756043735,,,0.095939766,-0.245919701
42.8,,,,,97516,1.473589934,0.54120603,0.54120603,,,0.229519645,-0.009781982
42.9,,,,,101042,1.49675944,-0.675905952,-0.838297935,,,-0.042108034,-0.258336768
43.1,,,,,103433,1.512267291,0,-0.730037575,,,-0.029475624,-0.39984701
43.2,,,,,98515,1.48019122,0.207833338,0.800819166,,,0.041717065,-0.039647157
43.4,,,,,97034,1.470394405,0.910235667,0,,,0.302272645,-0.02775301
43.5,,,,,94707,1.454869669,0.854137254,-0.19525408,,,0.467832028,-0.078003331
43.7,,,,,90919,1.429246646,0.954435984,-0.346968957,,,0.613813215,-0.158693019
43.8,,,,,85730,1.393419716,0.980724192,0.881116272,,,0.723886508,0.153249768
44,,,,,85740,1.393489587,1.020447399,0.403781818,,,0.812854775,0.228409383
44.1,,,,,85331,1.390629219,1.428798573,0.998583369,,,0.997637915,0.459461579
44.3,,,,,88617,1.413458084,1.057633875,0.270539649,,,1.015636703,0.402785
44.4,,,,,94417,1.452923517,1.435710735,1.095062496,,,1.141658912,0.610468249
44.5,,,,,99612,1.48740642,1.532213215,1.532213215,,,1.258825203,0.886991739
44.7,,,,,102527,1.506410126,0.907564467,0.761674429,,,1.153446982,0.849396546
44.8,,,,,100773,1.495004525,1.206833335,0.726754935,,,1.169462888,0.812604063
45,,,,,106908,1.53452031,0,0,,,0.818624022,0.568822844
45.1,,,,,109108,1.548437669,1.057090073,1.172421592,,,0.890163837,0.749902468
45.3,,,,,110014,1.554131315,0.700715676,1.119180891,,,0.833329389,0.860685995
45.4,,,,,110684,1.558327833,0.97054734,0,,,0.874494774,0.602480197
45.6,,,,,107803,1.540197926,0.938794176,0.165875904,,,0.893784595,0.471498909
45.7,,,,,115848,1.590280598,0.787747949,0.787747949,,,0.861973601,0.566373621
45.9,,,,,118658,1.60738414,0.848906976,0.848906976,,,0.858053613,0.651133627
46,,,,,118305,1.605246259,0.448785127,0.684182614,,,0.735273068,0.661048323
46.2,,,,,110564,1.55757709,-1.268966345,-0.634483173,,,0.134001244,0.272388874
46.3,,,,,103316,1.511512203,-1.272070424,-0.698024073,,,-0.287820257,-0.01873501
46.5,,,,,91465,1.43296716,-1.42820816,-0.978348124,,,-0.629936628,-0.306618944
46.6,,,,,84079,1.381839462,-1.33541946,-1.137200741,,,-0.841581477,-0.555793483
46.8,,,,,79320,1.347956101,-0.877872494,-1.269338178,,,-0.852468782,-0.769856892
46.9,,,,,73432,1.304969225,-0.702206396,-0.702206396,,,-0.807390066,-0.749561743
47,,,,,67274,1.258700844,-0.644362725,-0.769806843,,,-0.758481864,-0.755635273
47.2,,,,,62329,1.220539244,-0.514112321,-1.028224642,,,-0.685171001,-0.837412084
47.3,,,,,61510,1.214130004,-0.575721142,-0.896854289,,,-0.652336043,-0.855244745
47.4,,,,,58848,1.193120494,-0.80283462,-0.157974997,,,-0.697485616,-0.646063821
47.6,,,,,61892,1.217122595,0,0,,,-0.488239931,-0.452244675
47.7,,,,,61145,1.211265387,-0.673168136,-0.673168136,,,-0.543718393,-0.518521713
47.8,,,,,58575,1.190950404,-0.659011588,-0.509560175,,,-0.578306351,-0.515833252
48,,,,,55350,1.165094141,-0.833867889,-0.134986484,,,-0.654974813,-0.401579221
48.1,,,,,56384,1.173428703,-0.96749217,-0.676372482,,,-0.74873002,-0.4840172
48.3,,,,,55861,1.16921834,-0.897917127,-1.002565534,,,-0.793486152,-0.6395817
48.4,,,,,55346,1.165061817,-1.15716054,0,,,-0.902588468,-0.44770719
48.6,,,,,55397,1.165473902,-0.774393605,-0.241704227,,,-0.864130009,-0.385906301
48.7,,,,,55345,1.165053735,-1.020105028,-0.397922469,,,-0.910922515,-0.389511151
48.8,,,,,54816,1.16077325,-1.059697438,0.885483798,,,-0.955554992,-0.007012667
49,,,,,58940,1.193851154,-0.810808229,-0.700307952,,,-0.912130963,-0.215001252
49.1,,,,,61852,1.216809495,-1.24425508,-0.750315927,,,-1.011768198,-0.375595655
49.2,,,,,60715,1.207884094,-1.273145433,-0.424381811,,,-1.090181369,-0.390231502
49.4,,,,,62708,1.223496553,-1.148826936,-0.468600697,,,-1.107775039,-0.41374226
49.5,,,,,61746,1.215979486,0,0,,,-0.775442527,-0.289619582
49.8,,,,,61531,1.214294662,-0.168394744,-0.684468002,,,-0.593328192,-0.408074108
50,,,,,61502,1.214067272,-0.942482268,-0.353216062,,,-0.698074415,-0.391616694
50.1,,,,,59540,1.198608288,-1.408708167,-0.391418486,,,-0.911264541,-0.391557232
50.3,,,,,60375,1.205205493,-0.935463157,-0.622739166,,,-0.918524125,-0.460911812
50.4,,,,,59820,1.20082352,0,0,,,-0.642966888,-0.322638268
50.5,,,,,58745,1.192302082,-0.505514575,-0.751945748,,,-0.601731194,-0.451430512
50.7,,,,,57741,1.184302935,0.147179811,0.759041742,,,-0.377057892,-0.088288836
50.8,,,,,65836,1.247697537,0.708465367,-1.010840912,,,-0.051400915,-0.365054459
50.9,,,,,70594,1.283815519,1.334142114,0.834493641,,,0.364261994,-0.005190029
51.1,,,,,70301,1.28161516,1.459149969,0.585497696,,,0.692728386,0.172016289
51.2,,,,,72351,1.296945562,1.078544228,-0.40638213,,,0.808473139,-0.001503237
51.4,,,,,75252,1.318385026,1.18155887,0.115622839,,,0.920398858,0.033634586
51.5,,,,,75761,1.322116297,0.778480673,0.661086498,,,0.877823403,0.221870159
51.7,,,,,82943,1.373819681,1.159311938,0.521322759,,,0.962269963,0.311705939
51.8,,,,,93555,1.447123694,1.523211185,0.507737062,,,1.13055233,0.370515276
52,,,,,97096,1.470805834,1.494632085,0.428982673,,,1.239776256,0.388055495
52.1,,,,,99384,1.485909702,1.062908572,-0.295167493,,,1.186715951,0.183088599
52.3,,,,,86327,1.397585358,-0.41181858,-0.962159641,,,0.707155592,-0.160485873
52.5,,,,,48107,1.105508619,0.534967888,0.631533536,,,0.655499281,0.07711995
52.6,,,,,31108,0.956976199,0.531925561,0.530321197,,,0.618427165,0.213080324
52.7,,,,,27599,0.924718531,0.817849125,-0.408924562,,,0.678253753,0.026478858
52.8,,,,,9667,0.750748839,0.846637494,-0.180024204,,,0.728768875,-0.035472061
53,,,,,3585,0.688116864,1.294139651,0.06565147,,,0.898380108,-0.005135001
53.1,,,,,1158,0.662589168,1.405557975,-0.480372356,,,1.050533468,-0.147706208
53.3,,,,,642,0.657121909,0.057455144,-0.608591677,,,0.752609971,-0.285971849
53.5,,,,,312,0.653618041,0.087018054,2.522911856,,,0.552932396,0.556693263
